Date; Amount ;Category;Subcategory;Description
09.06.2013;-200,00р. ;Еда;Магазин;
09.06.2013;-1 000,00р. ;Авто;Бензин;
09.06.2013;-150,00р. ;Авто;Запчасти;
09.06.2013;-3 000,00р. ;Вещи;Одежда;
09.06.2013;-172,00р. ;Еда;Магазин;
09.06.2013;-2 500,00р. ;Вещи;Одежда;
10.06.2013;-110,00р. ;Еда;Завтрак;
10.06.2013;-270,00р. ;Еда;Обед;
10.06.2013;-50,00р. ;Еда;Перекус;
10.06.2013; 30 660,00р. ;Income;Зарплата;
11.06.2013;-120,00р. ;Еда;Завтрак;
11.06.2013;-225,00р. ;Еда;Обед;
11.06.2013;-22 000,00р. ;Долг;Отдал Долг;
11.06.2013; -3390.00 ;Вещи;Техника;контроллеры
11.06.2013;-300,00р. ;Еда;Магазин;
11.06.2013;-340,00р. ;Лекарства;Аптека;
11.06.2013;-275,00р. ;Еда;Магазин;
12.06.2013;-500,00р. ;Квартплата;Другое;инет
12.06.2013;-1 050,00р. ;Посиделки;Кафе;
12.06.2013; -1323.00 ;Еда;Магазин;
13.06.2013;-170,00р. ;Еда;Завтрак;
13.06.2013;-300,00р. ;Еда;Обед;
14.06.2013;-125,00р. ;Еда;Завтрак;
14.06.2013;-245,00р. ;Вещи;Техника;
14.06.2013;-240,00р. ;Еда;Обед;
14.06.2013;-558,00р. ;Еда;Магазин;
15.06.2013; -550.00 ;Посиделки;Другое;
15.06.2013;-50,00р. ;Еда;Магазин;
15.06.2013;-800,00р. ;Посиделки;Другое;
16.06.2013;-3 495,00р. ;Еда;Магазин;
16.06.2013;-1 000,00р. ;Авто;Бензин;
17.06.2013;-147,00р. ;Еда;Завтрак;
17.06.2013;-150,00р. ;Еда;Перекус;
17.06.2013;-690,00р. ;Вещи;Техника;mcu parts
17.06.2013;-270,00р. ;Еда;Обед;
18.06.2013;-198,00р. ;Сотовый;Мой;
18.06.2013; -182.5 ;Еда;Обед;
18.06.2013;-3 820,00р. ;Вещи;Техника;
19.06.2013;-2 000,00р. ;Лекарства;Аптека;
19.06.2013;-340,00р. ;Еда;Обед;
20.06.2013;-120,00р. ;Еда;Завтрак;
20.06.2013;-240,00р. ;Еда;Обед;
20.06.2013;-760,00р. ;Прочее;Прочее;
20.06.2013; 45 000,00р. ;Income;Зарплата;Оля
21.06.2013;-65,00р. ;Еда;Завтрак;
21.06.2013;-240,00р. ;Еда;Обед;
21.06.2013;-405,00р. ;Еда;Магазин;
21.06.2013;-203,00р. ;Еда;Магазин;
21.06.2013;-210,00р. ;Еда;Магазин;
21.06.2013;-890,00р. ;Еда;Магазин;
24.06.2013;-65,00р. ;Еда;Завтрак;
24.06.2013;-270,00р. ;Еда;Обед;
24.06.2013;-1 000,00р. ;Авто;Бензин;
25.06.2013; 42 500,00р. ;Income;Зарплата;
25.06.2013;-506,00р. ;Еда;Магазин;
26.06.2013;-110,00р. ;Еда;Завтрак;
26.06.2013;-760,00р. ;Вещи;Техника;
27.06.2013;-105,00р. ;Еда;Завтрак;
27.06.2013;-240,00р. ;Еда;Обед;
27.06.2013;-122,00р. ;Сотовый;Мой;
27.06.2013;-6 500,00р. ;Долг;Отдал Долг;
27.06.2013;-1 150,00р. ;Еда;Магазин;
27.06.2013;-22 651,00р. ;Долг;Отдал Долг;
28.06.2013;-65,00р. ;Еда;Завтрак;
28.06.2013;-300,00р. ;Еда;Обед;
28.06.2013;-1 700,00р. ;Посиделки;Кафе;
29.06.2013;-150,00р. ;Сотовый;Мой;
29.06.2013;-3 000,00р. ;Еда;Магазин;
29.06.2013;-275,00р. ;Еда;Магазин;
30.06.2013;-32 400,00р. ;Квартплата;Другое;
01.07.2013;-1 000,00р. ;Авто;Бензин;
01.07.2013;-65,00р. ;Еда;Завтрак;
01.07.2013;-270,00р. ;Еда;Обед;
01.07.2013;-140,00р. ;Еда;Перекус;
02.07.2013;-130,00р. ;Еда;Завтрак;
02.07.2013;-230,00р. ;Еда;Обед;
02.07.2013;-30,00р. ;Еда;Перекус;
02.07.2013;-190,00р. ;Еда;Магазин;
03.07.2013;-83,00р. ;Еда;Завтрак;
03.07.2013;-340,00р. ;Еда;Обед;
03.07.2013;-95,00р. ;Сотовый;Мой;
03.07.2013;-30,00р. ;Еда;Перекус;
04.07.2013;-105,00р. ;Еда;Завтрак;
04.07.2013;-240,00р. ;Еда;Обед;
05.07.2013;-270,00р. ;Еда;Обед;
05.07.2013;-740,00р. ;Еда;Магазин;
05.07.2013; 30 000,00р. ;Income;Зарплата;Оля
07.07.2013;-125,00р. ;Еда;Магазин;
08.07.2013;-158,00р. ;Еда;Завтрак;
08.07.2013;-105,00р. ;Еда;Перекус;
08.07.2013;-300,00р. ;Вещи;Техника;
08.07.2013;-100,00р. ;Еда;Магазин;
08.07.2013;-45,00р. ;Еда;Магазин;
08.07.2013;-152,00р. ;Еда;Магазин;
08.07.2013;-270,00р. ;Еда;Обед;
09.07.2013;-1 000,00р. ;Авто;Бензин;
09.07.2013;-120,00р. ;Еда;Завтрак;
09.07.2013;-220,00р. ;Еда;Обед;
09.07.2013;-317,00р. ;Еда;Магазин;
10.07.2013;-143,00р. ;Еда;Завтрак;
10.07.2013;-340,00р. ;Еда;Обед;
10.07.2013; 42 500,00р. ;Income;Зарплата;
10.07.2013;-947,00р. ;Вещи;Техника;контроллеры
11.07.2013;-60,00р. ;Еда;Завтрак;
11.07.2013;-240,00р. ;Еда;Обед;
11.07.2013;-362,00р. ;Вещи;Техника;
11.07.2013;-282,00р. ;Вещи;Техника;
11.07.2013;-500,00р. ;Квартплата;Другое;
12.07.2013;-50,00р. ;Еда;Завтрак;
12.07.2013;-300,00р. ;Еда;Обед;
12.07.2013;-417,00р. ;Еда;Магазин;
12.07.2013;-200,00р. ;Прочее;Прочее;
13.07.2013;-205,00р. ;Еда;Магазин;
13.07.2013;-151,00р. ;Еда;Магазин;
13.07.2013;-3 430,00р. ;Вещи;Одежда;
14.07.2013;-100,00р. ;Еда;Магазин;
15.07.2013;-270,00р. ;Еда;Обед;
15.07.2013;-308,00р. ;Лекарства;Аптека;
15.07.2013;-200,00р. ;Еда;Перекус;
15.07.2013;-6 500,00р. ;Долг;Отдал Долг;
15.07.2013; 41 065,00р. ;Income;Зарплата;
16.07.2013;-120,00р. ;Еда;Завтрак;
16.07.2013;-220,00р. ;Еда;Обед;
16.07.2013;-25,00р. ;Еда;Магазин;
16.07.2013;-780,00р. ;Еда;Магазин;
17.07.2013;-110,00р. ;Еда;Завтрак;
17.07.2013;-350,00р. ;Еда;Обед;
17.07.2013;-1 000,00р. ;Авто;Бензин;
18.07.2013;-60,00р. ;Еда;Завтрак;
18.07.2013;-240,00р. ;Еда;Обед;
18.07.2013;-30,00р. ;Еда;Перекус;
19.07.2013;-22 651,00р. ;Долг;Отдал Долг;
19.07.2013;-158,00р. ;Еда;Завтрак;
19.07.2013;-100,00р. ;Еда;Магазин;
20.07.2013;-120,00р. ;Проезд;Городской;
20.07.2013;-400,00р. ;Посиделки;Кафе;
21.07.2013;-850,00р. ;Сотовый;Мой;
29.07.2013; 27 700,00р. ;Income;Зарплата;
30.07.2013;-640,00р. ;Проезд;Городской;
30.07.2013;-60,00р. ;Проезд;Городской;
31.07.2013;-605,00р. ;Прочее;Прочее;краска
31.07.2013;-1 450,00р. ;Еда;Магазин;
31.07.2013;-350,00р. ;Сотовый;Другой;
01.08.2013;-45,00р. ;Еда;Магазин;
01.08.2013;-120,00р. ;Еда;Магазин;
02.08.2013;-30,00р. ;Проезд;Городской;
02.08.2013;-127,00р. ;Еда;Магазин;
02.08.2013;-123,00р. ;Еда;Магазин;
03.08.2013;-11 000,00р. ;Авто;Ремонт;
04.08.2013;-370,00р. ;Вещи;Техника;
04.08.2013;-123,00р. ;Еда;Магазин;
04.08.2013;-31 000,00р. ;Квартплата;Другое;
05.08.2013;-155,00р. ;Еда;Завтрак;
05.08.2013;-270,00р. ;Еда;Обед;
05.08.2013;-105,00р. ;Еда;Перекус;
05.08.2013;-105,00р. ;Еда;Магазин;
05.08.2013;-10 400,00р. ;Авто;Документы;
06.08.2013;-120,00р. ;Еда;Завтрак;
06.08.2013;-165,00р. ;Еда;Обед;
06.08.2013;-217,00р. ;Вещи;Техника;lcd
06.08.2013;-110,00р. ;Вещи;Техника;
07.08.2013;-95,00р. ;Еда;Завтрак;
07.08.2013;-240,00р. ;Еда;Обед;
07.08.2013;-1 000,00р. ;Авто;Бензин;
07.08.2013;-711,00р. ;Еда;Магазин;
07.08.2013;-152,00р. ;Еда;Магазин;
08.08.2013;-115,00р. ;Еда;Завтрак;
08.08.2013;-500,00р. ;Еда;Обед;
08.08.2013;-660,00р. ;Еда;Магазин;
09.08.2013;-155,00р. ;Еда;Завтрак;
09.08.2013;-270,00р. ;Еда;Обед;
09.08.2013; 27 735,00р. ;Income;Зарплата;
09.08.2013;-350,00р. ;Еда;Магазин;
09.08.2013;-270,00р. ;Прочее;Прочее;
10.08.2013;-1 700,00р. ;Посиделки;Кафе;
11.08.2013;-60,00р. ;Еда;Магазин;
11.08.2013;-881,00р. ;Авто;Бензин;
11.08.2013;-500,00р. ;Квартплата;Другое;
11.08.2013; -252.5 ;Вещи;Техника;
12.08.2013;-221,00р. ;Вещи;Техника;
12.08.2013;-136,00р. ;Вещи;Техника;
12.08.2013;-585,00р. ;Вещи;Техника;
12.08.2013;-155,00р. ;Еда;Завтрак;
12.08.2013;-270,00р. ;Еда;Обед;
12.08.2013;-1 400,00р. ;Посиделки;Кафе;
12.08.2013;-113,00р. ;Сотовый;Мой;
13.08.2013;-1 000,00р. ;Авто;Бензин;
13.08.2013;-500,00р. ;Прочее;Прочее;
13.08.2013;-75,00р. ;Еда;Завтрак;
13.08.2013;-165,00р. ;Еда;Обед;
13.08.2013;-1 000,00р. ;Вещи;Техника;
13.08.2013;-100,00р. ;Еда;Магазин;
14.08.2013;-90,00р. ;Еда;Завтрак;
14.08.2013;-240,00р. ;Еда;Обед;
14.08.2013;-360,00р. ;Авто;Мойка;
14.08.2013;-798,00р. ;Еда;Магазин;
15.08.2013;-60,00р. ;Еда;Завтрак;
15.08.2013;-300,00р. ;Еда;Обед;
15.08.2013;-500,00р. ;Посиделки;Другое;др Ольги
15.08.2013;-90,00р. ;Еда;Перекус;
16.08.2013;-158,00р. ;Еда;Завтрак;
16.08.2013;-310,00р. ;Еда;Обед;
18.08.2013;-1 000,00р. ;Еда;Магазин;
18.08.2013;-1 000,00р. ;Авто;Бензин;
19.08.2013;-155,00р. ;Еда;Завтрак;
19.08.2013;-220,00р. ;Еда;Обед;
19.08.2013;-4 700,00р. ;Вещи;Техника;
19.08.2013;-60,00р. ;Еда;Перекус;
19.08.2013;-585,00р. ;Еда;Магазин;
20.08.2013;-150,00р. ;Еда;Завтрак;
20.08.2013;-212,00р. ;Еда;Обед;
21.08.2013;-140,00р. ;Еда;Завтрак;
21.08.2013;-240,00р. ;Еда;Обед;
21.08.2013;-190,00р. ;Еда;Магазин;
21.08.2013;-570,00р. ;Вещи;Техника;
21.08.2013;-200,00р. ;Сотовый;Мой;
22.08.2013;-97,00р. ;Еда;Завтрак;
22.08.2013;-337,00р. ;Еда;Обед;
22.08.2013;-391,00р. ;Еда;Магазин;
23.08.2013;-75,00р. ;Еда;Завтрак;
23.08.2013; 38 600,00р. ;Income;Зарплата;
23.08.2013;-300,00р. ;Еда;Обед;
23.08.2013;-1 000,00р. ;Авто;Бензин;
24.08.2013;-531,00р. ;Вещи;Техника;
24.08.2013;-60,00р. ;Проезд;Маршрутка;
24.08.2013;-60,00р. ;Проезд;Городской;
24.08.2013;-378,00р. ;Еда;Магазин;
24.08.2013;-539,00р. ;Еда;Магазин;
24.08.2013;-60,00р. ;Проезд;Городской;
26.08.2013;-155,00р. ;Еда;Завтрак;
26.08.2013;-260,00р. ;Еда;Обед;
26.08.2013;-35,00р. ;Еда;Перекус;
27.08.2013;-150,00р. ;Еда;Завтрак;
27.08.2013;-69,00р. ;Вещи;Техника;
27.08.2013;-100,00р. ;Вещи;Техника;
27.08.2013; -134.5 ;Вещи;Техника;
27.08.2013; -112.5 ;Вещи;Техника;
27.08.2013;-236,00р. ;Еда;Обед;
27.08.2013;-262,00р. ;Вещи;Техника;
27.08.2013;-202,00р. ;Вещи;Техника;
27.08.2013;-158,00р. ;Вещи;Техника;
27.08.2013;-60,00р. ;Еда;Перекус;
28.08.2013;-127,00р. ;Еда;Завтрак;
28.08.2013;-160,00р. ;Еда;Перекус;
28.08.2013;-240,00р. ;Еда;Обед;
28.08.2013;-155,00р. ;Вещи;Техника;
29.08.2013;-155,00р. ;Еда;Завтрак;
29.08.2013;-6 500,00р. ;Долг;Отдал Долг;
29.08.2013; -257.5 ;Еда;Обед;
30.08.2013;-1 000,00р. ;Авто;Бензин;
30.08.2013;-290,00р. ;Еда;Обед;
01.09.2013;-31 250,00р. ;Квартплата;Другое;
01.09.2013;-378,00р. ;Еда;Магазин;
01.09.2013;-1 027,00р. ;Еда;Магазин;
02.09.2013;-95,00р. ;Еда;Завтрак;
02.09.2013;-230,00р. ;Еда;Обед;
02.09.2013;-90,00р. ;Еда;Перекус;
02.09.2013;-22 651,00р. ;Долг;Отдал Долг;
02.09.2013;-5 000,00р. ;Вещи;Одежда;
03.09.2013;-130,00р. ;Еда;Завтрак;
03.09.2013;-255,00р. ;Еда;Обед;
03.09.2013;-307,00р. ;Еда;Магазин;
04.09.2013;-90,00р. ;Еда;Завтрак;
04.09.2013;-230,00р. ;Еда;Обед;
05.09.2013;-1 000,00р. ;Авто;Бензин;
05.09.2013; 30 000,00р. ;Income;Зарплата;Оля
05.09.2013;-230,00р. ;Еда;Магазин;
06.09.2013;-597,00р. ;Еда;Магазин;
07.09.2013;-100,00р. ;Сотовый;Мой;
07.09.2013;-500,00р. ;Еда;Магазин;
08.09.2013;-300,00р. ;Сотовый;Мой;
09.09.2013;-75,00р. ;Еда;Завтрак;
09.09.2013;-70,00р. ;Еда;Перекус;
09.09.2013;-260,00р. ;Еда;Обед;
10.09.2013;-90,00р. ;Еда;Завтрак;
10.09.2013;-270,00р. ;Еда;Обед;
10.09.2013; 38 672,00р. ;Income;Зарплата;
10.09.2013;-500,00р. ;Квартплата;Другое;
11.09.2013;-95,00р. ;Еда;Завтрак;
11.09.2013;-230,00р. ;Еда;Обед;
11.09.2013; -309.00 ;Посиделки;Кафе;
11.09.2013;-1 000,00р. ;Авто;Бензин;
11.09.2013;-900,00р. ;Вещи;Одежда;
11.09.2013;-3 327,00р. ;Еда;Магазин;
11.09.2013;-500,00р. ;Посиделки;Другое;др Саши
12.09.2013;-155,00р. ;Еда;Завтрак;
12.09.2013; -145.5 ;Еда;Обед;
12.09.2013;-7 600,00р. ;Вещи;Техника;
12.09.2013; 18 935,00р. ;Income;Премия;
12.09.2013;-1 300,00р. ;Прочее;Прочее;справка
13.09.2013;-155,00р. ;Еда;Завтрак;
13.09.2013;-195,00р. ;Еда;Обед;
15.09.2013;-300,00р. ;Еда;Магазин;
16.09.2013;-220,00р. ;Еда;Обед;
16.09.2013;-250,00р. ;Еда;Перекус;
16.09.2013;-1 000,00р. ;Авто;Бензин;
16.09.2013;-235,00р. ;Посиделки;Кафе;
16.09.2013;-245,00р. ;Еда;Магазин;
17.09.2013;-260,00р. ;Еда;Обед;
17.09.2013;-157,00р. ;Прочее;Прочее;журнал
18.09.2013;-70,00р. ;Еда;Завтрак;
18.09.2013;-230,00р. ;Еда;Обед;
18.09.2013;-60,00р. ;Проезд;Городской;
18.09.2013;-13 500,00р. ;Прочее;Прочее;кольцо
19.09.2013; -145.5 ;Еда;Обед;
19.09.2013;-100,00р. ;Прочее;Прочее;коробка
20.09.2013;-70,00р. ;Еда;Завтрак;
20.09.2013;-300,00р. ;Еда;Обед;
20.09.2013;-2 800,00р. ;Посиделки;Кафе;
20.09.2013;-1 800,00р. ;Лекарства;Аптека;линзы
21.09.2013;-568,00р. ;Еда;Магазин;
21.09.2013;-76,00р. ;Еда;Магазин;
21.09.2013;-76,00р. ;Еда;Магазин;
21.09.2013;-75,00р. ;Еда;Магазин;
22.09.2013;-260,00р. ;Еда;Магазин;
22.09.2013;-175,00р. ;Еда;Магазин;
23.09.2013;-120,00р. ;Еда;Завтрак;
23.09.2013;-220,00р. ;Еда;Обед;
23.09.2013;-70,00р. ;Еда;Перекус;
23.09.2013; -1555.00 ;Прочее;Прочее;
23.09.2013;-4 000,00р. ;Посиделки;Кафе;
24.09.2013;-200,00р. ;Еда;Обед;
24.09.2013;-30,00р. ;Еда;Перекус;
24.09.2013; 42 500,00р. ;Income;Зарплата;
25.09.2013;-105,00р. ;Еда;Завтрак;
25.09.2013;-230,00р. ;Еда;Обед;
25.09.2013;-1 000,00р. ;Авто;Бензин;
26.09.2013;-155,00р. ;Еда;Завтрак;
26.09.2013;-265,00р. ;Еда;Обед;
26.09.2013;-2 000,00р. ;Долг;Отдал Долг;
27.09.2013;-290,00р. ;Еда;Обед;
27.09.2013;-1 990,00р. ;Еда;Магазин;
28.09.2013;-155,00р. ;Еда;Магазин;
29.09.2013;-31 000,00р. ;Квартплата;Другое;
29.09.2013;-1 290,00р. ;Вещи;Техника;
30.09.2013;-158,00р. ;Еда;Завтрак;
30.09.2013;-270,00р. ;Еда;Обед;
30.09.2013;-1 000,00р. ;Авто;Бензин;
30.09.2013;-7 000,00р. ;Прочее;Прочее;Оля документы
30.09.2013;-254,00р. ;Еда;Магазин;
01.10.2013;-100,00р. ;Еда;Магазин;
01.10.2013;-200,00р. ;Сотовый;Мой;
02.10.2013;-60,00р. ;Проезд;Городской;
02.10.2013;-321,00р. ;Еда;Обед;
03.10.2013;-180,00р. ;Еда;Магазин;
04.10.2013;-95,00р. ;Еда;Завтрак;
04.10.2013;-230,00р. ;Еда;Обед;
04.10.2013;-142,00р. ;Еда;Магазин;
05.10.2013; -350.00 ;Еда;Магазин;
05.10.2013; -440.00 ;Сотовый;Другой;
05.10.2013;-22 651,00р. ;Долг;Отдал Долг;
05.10.2013;-200,00р. ;Сотовый;Другой;
05.10.2013;-25,00р. ;Прочее;Прочее;
07.10.2013;-140,00р. ;Еда;Завтрак;
07.10.2013;-500,00р. ;Посиделки;Другое;др Нели
07.10.2013;-130,00р. ;Еда;Перекус;
07.10.2013;-220,00р. ;Еда;Обед;
08.10.2013;-206,00р. ;Еда;Обед;
09.10.2013;-1 000,00р. ;Авто;Бензин;
09.10.2013;-100,00р. ;Сотовый;Мой;
09.10.2013;-230,00р. ;Еда;Обед;
09.10.2013; 42 500,00р. ;Income;Зарплата;
10.10.2013;-359,00р. ;Еда;Обед;
10.10.2013;-3 030,00р. ;Авто;Штрафы;
11.10.2013;-135,00р. ;Еда;Завтрак;
11.10.2013;-300,00р. ;Еда;Обед;
11.10.2013;-500,00р. ;Квартплата;Другое;интернет
12.10.2013;-135,00р. ;Еда;Магазин;
12.10.2013;-22,00р. ;Еда;Магазин;
12.10.2013;-290,00р. ;Еда;Магазин;
14.10.2013;-140,00р. ;Еда;Завтрак;
14.10.2013;-270,00р. ;Еда;Обед;
14.10.2013;-149,00р. ;Авто;Запчасти;
15.10.2013;-155,00р. ;Еда;Завтрак;
15.10.2013;-240,00р. ;Еда;Обед;
15.10.2013;-191,00р. ;Еда;Магазин;
16.10.2013;-100,00р. ;Сотовый;Мой;
16.10.2013;-62,00р. ;Еда;Завтрак;
16.10.2013;-230,00р. ;Еда;Обед;
17.10.2013;-135,00р. ;Еда;Завтрак;
17.10.2013;-211,00р. ;Еда;Обед;
17.10.2013;-1 000,00р. ;Авто;Бензин;
17.10.2013;-201,00р. ;Лекарства;Аптека;
17.10.2013;-795,00р. ;Лекарства;Аптека;
18.10.2013;-155,00р. ;Еда;Завтрак;
18.10.2013;-300,00р. ;Еда;Обед;
19.10.2013;-2 500,00р. ;Еда;Магазин;
19.10.2013;-260,00р. ;Еда;Магазин;
19.10.2013;-1 060,00р. ;Прочее;Прочее;
20.10.2013;-163,00р. ;Еда;Магазин;
20.10.2013;-840,00р. ;Еда;Магазин;
20.10.2013;-590,00р. ;Вещи;Одежда;
20.10.2013;-3 800,00р. ;Вещи;Одежда;
21.10.2013;-122,00р. ;Еда;Завтрак;
21.10.2013;-150,00р. ;Еда;Перекус;
21.10.2013;-189,00р. ;Лекарства;Аптека;
21.10.2013;-270,00р. ;Еда;Обед;
21.10.2013;-360,00р. ;Авто;Мойка;
22.10.2013;-155,00р. ;Еда;Завтрак;
22.10.2013;-300,00р. ;Еда;Обед;
23.10.2013;-135,00р. ;Еда;Завтрак;
23.10.2013;-230,00р. ;Еда;Обед;
23.10.2013; 42 500,00р. ;Income;Зарплата;
23.10.2013;-1 350,00р. ;Прочее;Прочее;
23.10.2013;-1 000,00р. ;Авто;Бензин;
23.10.2013;-209,00р. ;Сотовый;Мой;
24.10.2013;-221,00р. ;Еда;Обед;
24.10.2013;-30,00р. ;Еда;Перекус;
24.10.2013; -425.5 ;Лекарства;Аптека;
25.10.2013;-95,00р. ;Еда;Завтрак;
25.10.2013; -252.5 ;Еда;Обед;
25.10.2013; 2 830,00р. ;Income;Премия;
25.10.2013;-700,00р. ;Посиделки;Кафе;
26.10.2013;-31 150,00р. ;Квартплата;Другое;
26.10.2013;-1 107,00р. ;Еда;Магазин;
26.10.2013;-107,00р. ;Еда;Магазин;
28.10.2013;-140,00р. ;Еда;Завтрак;
28.10.2013;-100,00р. ;Еда;Перекус;
28.10.2013;-220,00р. ;Еда;Обед;
29.10.2013;-310,00р. ;Еда;Обед;
30.10.2013;-155,00р. ;Еда;Завтрак;
30.10.2013;-230,00р. ;Еда;Обед;
31.10.2013;-1 000,00р. ;Авто;Бензин;
31.10.2013;-75,00р. ;Еда;Завтрак;
31.10.2013;-700,00р. ;Еда;Обед;
01.11.2013;-113,00р. ;Еда;Завтрак;
01.11.2013;-300,00р. ;Еда;Обед;
01.11.2013;-248,00р. ;Еда;Магазин;
02.11.2013;-870,00р. ;Еда;Магазин;
02.11.2013;-189,00р. ;Еда;Магазин;
02.11.2013;-1 169,00р. ;Еда;Магазин;
02.11.2013;-5 250,00р. ;Вещи;Техника;
03.11.2013;-217,00р. ;Сотовый;Мой;
04.11.2013; -201.00 ;Еда;Магазин;
04.11.2013;-57,00р. ;Еда;Магазин;
04.11.2013;-200,00р. ;Еда;Магазин;
05.11.2013;-270,00р. ;Еда;Обед;
05.11.2013;-207,00р. ;Еда;Перекус;
05.11.2013;-130,00р. ;Еда;Перекус;
05.11.2013;-22 651,00р. ;Долг;Отдал Долг;
06.11.2013;-155,00р. ;Еда;Завтрак;
06.11.2013;-300,00р. ;Еда;Обед;
06.11.2013;-391,00р. ;Еда;Магазин;
06.11.2013;-95,00р. ;Еда;Магазин;
07.11.2013;-127,00р. ;Еда;Завтрак;
07.11.2013;-247,00р. ;Еда;Обед;
07.11.2013; 42 500,00р. ;Income;Зарплата;
07.11.2013;-350,00р. ;Еда;Магазин;
08.11.2013;-1 228,00р. ;Еда;Магазин;
08.11.2013;-500,00р. ;Квартплата;Другое;
08.11.2013;-30,00р. ;Еда;Перекус;
08.11.2013;-1 000,00р. ;Авто;Бензин;
09.11.2013;-100,00р. ;Прочее;Прочее;
09.11.2013; -367.00 ;Еда;Магазин;
09.11.2013; -1511.00 ;Вещи;Одежда;
10.11.2013;-220,00р. ;Прочее;Прочее;
10.11.2013;-500,00р. ;Сотовый;Другой;
10.11.2013;-200,00р. ;Еда;Магазин;
10.11.2013; -431.50 ;Лекарства;Аптека;
10.11.2013;-45,00р. ;Еда;Магазин;
11.11.2013;-70,00р. ;Еда;Завтрак;
11.11.2013;-270,00р. ;Еда;Обед;
